Dialogue,True_Symptom,Extracted_Symptom
"""O, wretched form I'm bound to, my shoes are afflicted with Swellings of the limbs, that most vile and detestable Interference with my daily activites, as if the very flesh beneath their soles was inflamed, and my poor feet are plagued with a Hand-foot syndrome, a most distressing rash, with cracking, peeling, redness, and pain, a Moderate affliction, I confess, but one that doth make me writhe in agony, and my stomach, a rebellious vessel, doth Rarely revolt, with Vomiting of a Mild sort, a trifling complaint, I dare say, but one that doth vex me sorely, oh, woe is me, and my shoes, that suffer thus!""","['Swelling (arms or legs)', 'Vomiting', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome, Swelling of the limbs, Vomiting"
"""One would think that a cursory glance at my medical history would reveal a modicum of information, but alas, it appears that my'muscle pain' is merely a trifling inconvenience, a minor impediment to my otherwise illustrious daily routine, while my 'irregular periods/vaginal bleeding' are a veritable parade of symptoms, a cacophony of discomfort that one might expect to find in a medical textbook, and as for my 'nail loss', I suppose it's simply too distressing to be bothered with the particulars, but rest assured, it's a pressing concern, really.""","['Muscle pain', 'Irregular periods/vaginal bleeding', 'Nail loss']","irregular periods/vaginal bleeding, nail loss"
"""I am currently experiencing intermittent episodes of moderate nausea, characterised by occasional bouts of vomiting, which are not excessively distressing, alongside a more concerning and debilitating condition of severe vaginal dryness, marked by an unwelcome absence of natural lubrication, causing discomfort and distress.""","['Vomiting', 'Vaginal dryness']",Vaginal dryness
"""Listen up, you numbskull doctor, I'm tellin' ya, my shoes are breathin' like a bunch of asthmatic donkeys, can't catch a break, shortness of breath, ya hear me, it's like I'm stuck in a bloody sauna, interferin' with my daily activities, like, I'm only a little bit winded, but still, it's a mild case, get it, mild, not like I'm dyin' or anythin', but still, I'm huffin' and puffin' like a pair of worn-out shoes, my shoes, I'm tellin' ya, my shoes are the ones with the shortness of breath, not me, you dimwit.""",['Shortness of breath'],Shortness of Breath
"""I am experiencing Moderate Nosebleeds, Quite a bit of Hair loss, and an Unremarkable Skin condition due to an Unapplicable Skin Darkening.""","['Nosebleed', 'Hair loss', 'Skin darkening']","Nosebleed, Hair loss, Skin darkening"
"""I am currently experiencing sensitivity to sunlight, which I am not at liberty to disclose further.""",['Sensitivity to sunlight'],Sensitivity to sunlight
"""I've been experiening some issues with my feet and eyes, I've got ridges on my nail's and my eyes get a little watery sometimes, but it's not that bad, I can stil go about my day, but I'm not shure whats causin it.""","['Nail ridging', 'Watery eyes']",Ridges on the nails
"""Dizziness, a gentle yet insidious thief, stole from me the equilibrium of my daily existence, leaving me to stumble and falter with a severity that was both jarring and all-consuming, a very severe affliction that interfered with my every move, a little bit, yet an overwhelming presence that refused to be ignored.""",['Dizziness'],Dizziness
"""Alas, my body's subtle whispers tell a tale of two truths: my skin, a canvas worn by time's relentless brush, doth bear the weight of hidden wounds, its tender touch a gentle reminder of secrets I dare not share, while within, a gentle breeze stirs, a whispered promise of life's cyclical dance, though the stillness of my womb, a quiet lake, doth remain, untouched, yet untroubled, by the rhythmic beat of time.""","['Bed/pressure sores', 'Constipation', 'Missed expected menstrual period']",Decreased sweating
"""Me voice be soundin' all weird and stuff, like I be talkin' through a foggy glass, an' me nails be ridin' me like a bunch a' anxious ants on a hot summer day, but I don't rightly know 'bout me nails, if ya catch my drift.""","['Voice quality changes', 'Nail ridging']","Coughing, Shortness of breath"
"""My vocal cords are howling in protest, like a rancid peacock, while my mind is a muddled mess, unable to focus on anything but the burning in my stomach, a dull ache that's as useless as a pair of shoes without laces.""","['Hoarseness', 'Voice quality changes', 'Concentration', 'Nausea']","Coughing, Shortness of breath, Hoarseness"
"""I am experiencing mild to moderate interference with my daily activities due to a general feeling of anxiety, although it does not occur frequently, and I do not feel it is severe enough to warrant further evaluation.""","['Anxious', 'Itching']",Anxious
"""I do believe my shoes are suffering from a most distressing case of watery eyes, where the incessant shedding of tears, though having a negligible impact on one's daily activities, is an affront to one's dignity, and if I were to hazard a guess, the severity of this affliction would be quite...irksome, I suppose. Meanwhile, the urinary frequency, which I dare say is a far more pressing concern, is causing a considerable disruption to my daily routine, occurring with a maddening regularity that is, quite frankly, a nuisance of the highest order.""","['Watery eyes', 'Urinary frequency']","Watery eyes, Urinary frequency"
"""Listen up, doc, I'm tellin' ya, I'm dealin' with a whole lotta nonsense, my body's all achin' like a rusty gate, interferin' with my daily grind almost constantly, I mean I can barely move without feelin' like I'm gettin' the ol' heave-ho, and don't even get me started on my peepers, my vision's all fuzzy like a wet blanket, not botherin' me too much, but still, it's a real pain in the neck, nothin' severe, but it's there, like a naggin' little voice in my head, General pain and Blurred vision, that's what I'm dealin' with, got it?""","['General pain', 'Blurred vision']","General pain, Blurred vision"
"""Listen here, doc, I'm tellin' ya, I got this bloody mess goin' on, my stomach's killin' me with abdominal pain, interferin' with my daily grind, it's a frequent thing, but it's not like I'm dyin' or nothin', it's just a mild nuisance, but then I got this other issue, vaginal dryness, it's like my snatch is drier than the Sahara desert, it's a real problem, very severe, and don't even get me started on the ejaculation, it's like my dang thing's workin' overtime, occasionally shootin' out this stuff, it's a bloody nightmare, so fix me already!""","['Abdominal pain', 'Vaginal dryness', 'Ejaculation']","Abdominal pain, Vaginal dryness, Ejaculation"
"""Mouth/throat sores, a woeful affliction that besets me with quite a bit of interference, rendering daily activities a torturous ordeal, its severity, alas, a void that cannot be measured.""",['Mouth/throat sores'],Mouth/throat sores
"""I'm experiencing frequent mild bloating, occasional flashing lights, and moderate skin reaction from radiation.""","['Bloating', 'Flashing lights', 'Radiation skin reaction']","Bloating, Skin reaction"
"""Interference with daily activities due to a lack of motivation or enthusiasm, manifesting as moderate frequency of feelings of hopelessness, mild to moderate intensity of apathy, and somewhat frequent occurrences of lethargy and inertia, accompanied by mild body odor, characterized by a subtle yet noticeable unpleasant smell, with no other associated symptoms.""","['Discouraged', 'Body odor']",
"""I dont no whats goin on with my bodi, I havnt gotten my mensis in like 2 weeks and I got this crampin in my stomache thats so bad it makes me wanna cry, and now my musliss are achin a lil bit too, what if somethin is rong with me?""","['Missed expected menstrual period', 'Abdominal pain', 'Muscle pain']","Cracking at the corners of the mouth (cheilosis/cheilitis), Decreased appetite"
"""I'm experiencing severe and almost constant abdominal pain that significantly interferes with my daily activities, to the point where I'd rather not discuss the severity of it, accompanied by mild difficulty swallowing and numbness and tingling sensations that are somewhat bothersome but have a profoundly severe impact on my daily functioning, and I'm relieved to report that I don't currently have any visible rash.""","['Abdominal pain', 'Rash', 'Difficulty Swallowing', 'Numbness & tingling']","Abdominal pain, Difficulty Swallowing, Numbness & tingling"
"""My breathing's been super bad lately, I'm wheezing like crazy, it's really severe, I'm scared I'm gonna suffocate.""",['Wheezing'],Wheezing
"""I don't know why I'm fillin' this out, but I guess I got a weird reaction from my shoe, it's like, swollen and hurts to walk in it, I think I need to see a doc about it.""",['Pain and swelling at injection site'],"Coughing, Shortness of breath"
"""I'm getting really dizzy when I stand up too fast, or even when I'm walking, and it's making it hard for me to do normal stuff, it's moderate, I feel like I'm gonna pass out.""",['Dizziness'],Dizziness
