Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""I am presently experiencing a considerable degree of distress due to my unfortunate susceptibility to sunlight, which unfortunately renders me extremely vulnerable to its detrimental effects, and I am also presently afflicted with bed/pressure sores, a condition which, I must confess, is a source of considerable anxiety for me, and, I am afraid, I am also experiencing a mild yet nonetheless distressing degree of pain during sexual intercourse, a symptom which, I dare say, is causing me a considerable amount of concern.""","['Sensitivity to sunlight', 'Bed/pressure sores', 'Pain with sexual intercourse']","Sensitivity to sunlight (attributes: Presence/Absence) , Bed/pressure sores (attributes: Presence/Absence) , Pain with sexual intercourse (attributes: Severity)","Sensitivity to sunlight -> Presence/Absence: No ,  Bed/pressure sores -> Presence/Absence: Not applicable ,  Pain with sexual intercourse -> Severity: Mild",Formal Register,Fearful,5,False,True,False
"""I'm experiencing quite a bit of interference with my daily activities due to fatigue, which isn't too severe, but it's still there, if you know what I mean.""",['Fatigue'],"Fatigue (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Quite a bit, Severity: Mild",Neutral/Standard Register,Confused,3,False,False,False
"""Wretched fate, I'm cursed with Hoarseness's faint whisper, while my skin burns with Radiation's Very severe blaze, a woeful pair indeed.""","['Hoarseness', 'Radiation skin reaction']","Hoarseness (attributes: Severity) , Radiation skin reaction (attributes: Severity)","Hoarseness -> Severity: None ,  Radiation skin reaction -> Severity: Very severe",Poetic/Literary Register,Insulting,1,False,True,False
"""Interfere with daily activities alot, happn frequently, severe, somethin like: can't stop cryin, cryin all the time, cryin so hard i cant do anythin, feel like crap, cant even get outta bed, feel like im losin my mind, feel like i wanna die, feel like i mite aswel just give up, all these stupid thoughts in my heid, cant foccus, cant think, cant do anythin, just feel like crap all the time.""",['Sad'],"Sad (attributes: Interference (with daily activities), Frequency, Severity)","Sad -> Interference (with daily activities): Somewhat, Frequency: Frequently, Severity: Severe",Vulgar Register,Insulting,2,True,True,True
"""My shoes, it seems, are suffering from a plethora of afflictions, including a debilitating case of discouragement, which manifests as frequent and moderate interference with my daily activities, despite my attempts to carry on with a semblance of normalcy; a menstrual period that has seen fit to abandon me, leaving me to wonder if I am indeed still a woman; a muscular system that is beset on all sides by moderate pain, which, while not entirely debilitating, is almost constantly present, much like the ache in my soul; and, to top it all off, a dizzying sense of disorientation that leaves me somewhat impaired in my daily activities, a condition that, I must confess, is not entirely applicable, but nonetheless, a nuisance nonetheless.""","['Discouraged', 'Missed expected menstrual period', 'Muscle pain', 'Dizziness']","Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Dizziness (attributes: Interference (with daily activities), Severity)","Discouraged -> Interference (with daily activities): Not at all, Frequency: Frequently, Severity: Moderate ,  Missed expected menstrual period -> Presence/Absence: No ,  Muscle pain -> Interference (with daily activities): Not at all, Frequency: Almost constantly, Severity: Moderate ,  Dizziness -> Interference (with daily activities): Somewhat, Severity: Not applicable",Formal Register,Insulting,4,False,True,False
"""My poor feet be actin' up somethin' fierce, the numbness 'n tinglin' got me all aflutter, can't even walk to the outhouse without my toes feelin' like they be asleep, 'n it's so bad I gotta sit down right now 'n it's interferin' with all me daily activities, makin' me feel like I'm losin' me grip on life, 'n it's happenin' so severe I'm startin' to think I'm losin' me feet for good!""",['Numbness & tingling'],"Numbness & tingling (attributes: Interference (with daily activities), Severity)","Numbness & tingling -> Interference (with daily activities): Very much, Severity: Severe",Vulgar Register,Fearful,4,False,False,False
"""Looks like I've got a pair of shoes with explosive tendencies and a nasty sunburn from a nuclear blast.""","['Gas', 'Radiation skin reaction']","Gas (attributes: Presence/Absence) , Radiation skin reaction (attributes: Severity)","Gas -> Presence/Absence: Yes ,  Radiation skin reaction -> Severity: Very severe",Neutral/Standard Register,Insulting,1,False,False,False
"""I do believe my vocal cords are merely tolerating the current state of affairs, while my mouth, on the other hand, is withering away like a barren wasteland.""","['Hoarseness', 'Dry Mouth']","Hoarseness (attributes: Severity) , Dry Mouth (attributes: Severity)","Hoarseness -> Severity: Moderate ,  Dry Mouth -> Severity: Very severe",Formal Register,Insulting,1,False,False,False
"""It would appear that my shoes are presently afflicted with a most distressing condition, namely, a cacophonous din that is reverberating through their auditory cavities, a sound that is so loud and incessant that it has rendered them utterly unable to concentrate on the task at hand, which, I might add, is an exercise in utter frustration and is exacerbated by the ineptitude of the medical professionals who are supposed to be attending to my needs.""",['Ringing in ears'],Ringing in ears (attributes: Severity),Ringing in ears -> Severity: Very severe,Formal Register,Insulting,4,False,False,False
"""I'm gettin' these super bad burnin' pains when I pee, like, it's so bad I'm wincin' in agony every time I go to the bathroom, it's like my bladder's on fire, I'm tellin' ya, it's very severe, I'm talkin' the whole 9 yards, painful urination, it's like nothin' I've ever felt before.""",['Painful urination'],Painful urination (attributes: Severity),Painful urination -> Severity: Very severe,Informal Register,Confused,3,False,True,False
"""Me shoes be gettin' darker, tastin' like nothin' but sugar, and they be makin' me so anxious I be wanna stay in bed all day!""","['Skin darkening', 'Taste Changes', 'Anxious']","Skin darkening (attributes: Presence/Absence) , Taste Changes (attributes: Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Skin darkening -> Presence/Absence: Yes ,  Taste Changes -> Severity: Mild ,  Anxious -> Interference (with daily activities): Quite a bit, Frequency: Never, Severity: Very severe",Vulgar Register,Friendly,2,False,False,False
"""I dont no whats happnin but i hav losin alot of hair, its like i hav somethin like a bald spot or somethin, its kinda freaky!""",['Hair loss'],Hair loss (attributes: Amount),Hair loss -> Amount: Somewhat,Vulgar Register,Fearful,1,False,False,True
"""Ah, the ignominious spectacle of my cerebral cortex, where flashing lights now frolic with reckless abandon, a veritable cavalcade of chromatic chaos, a kaleidoscope of colors that dance with maddening ferocity, a visual cacophony that bespeaks the utter chaos that has taken up residence within my befuddled brain.""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Poetic/Literary Register,Insulting,5,False,False,False
"""My condition is characterized by severe disruptions in my sleep patterns, resulting in significant interference with my daily activities, while also being plagued by frequent and severe joint pain that causes moderate interference with my daily life.""","['Insomnia', 'Joint pain']","Insomnia (attributes: Interference (with daily activities), Severity) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Insomnia -> Interference (with daily activities): Not at all, Severity: Severe ,  Joint pain -> Interference (with daily activities): A little bit, Frequency: Frequently, Severity: Severe",Neutral/Standard Register,Neutral,4,False,False,False
"""I've ben experiening a rite ol' mess with my mensstral cikel, its all over the place and i've been havin gushes of vajanal blidin at the strangest times, and to make matters worse, my joints ar actin up somethin fierce, i cant even do the simpel things with out gettin a sharp pain in my hips and knees, its happnin pretty often and its definatly interfirin with my daily activites.""","['Irregular periods/vaginal bleeding', 'Joint pain']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable ,  Joint pain -> Interference (with daily activities): Quite a bit, Frequency: Frequently, Severity: Not applicable",Vulgar Register,Neutral,5,False,False,True
"""My shoes are experiancing anxiety attacks, they cant stop interferin with my daily activites, its happin almost constintly and its gettin pretty bad.""",['Anxious'],"Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Anxious -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Very severe",Neutral/Standard Register,Insulting,2,False,False,True
"""I am experiencing a mild and distressing condition, characterised by an insidious onset of vaginal dryness, which has been progressively worsening over time, accompanied by an unsettling awareness of my physical decline, coupled with the unfortunate presence of stretch marks, although I must confess that this latter symptom is not directly applicable to my current predicament.""","['Vaginal dryness', 'Stretch marks']","Vaginal dryness (attributes: Severity) , Stretch marks (attributes: Presence/Absence)","Vaginal dryness -> Severity: Mild ,  Stretch marks -> Presence/Absence: Not applicable",Formal Register,Fearful,5,False,False,False
