Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""Woe is me, my poor feet, they are beset by aches and pains, a constant thorn in my side, interfering with my daily pursuits, a nagging Moderate ache that plagues me Frequently, a misery to behold, and, to add insult to injury, my Urinary urgency, that most persnickety of afflictions, chooses to manifest its Occasional bouts of distress, Not at all, I might add, bothering me in my daily activities, a cruel joke, indeed.""","['General pain', 'Urinary urgency']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","General pain -> Interference (with daily activities): Very much, Frequency: Frequently, Severity: Moderate ,  Urinary urgency -> Interference (with daily activities): Not at all, Frequency: Occasionally",Poetic/Literary Register,Insulting,3,False,False,True
"""My shoes are experiencing moderate interference with daily wear, the exact frequency is not pertinent, and the severity is negligible.""","['Discouraged', 'Visual floaters']","Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Visual floaters (attributes: Presence/Absence)","Discouraged -> Interference (with daily activities): Somewhat, Frequency: Prefer not to answer, Severity: Not applicable ,  Visual floaters -> Presence/Absence: No",Formal Register,Angry,1,False,False,False
"""My memory's all messed up, it's like i cant even remember where i put my shoes, it's interfeirin with my daily activites somuch that i have to write everytin down, its moderatey bad, not like i'm completly forgettin everythin or anythin, but still its a right pain in the bum.""",['Memory'],"Memory (attributes: Interference (with daily activities), Severity)","Memory -> Interference (with daily activities): Not at all, Severity: Moderate",Informal Register,Insulting,3,False,False,True
"""Oh, woe is me, afflicted by the cruel whims of fate, my mouth doth parch with moderate dryness, while mouth and throat sores, like festering wounds, severely impede my daily steps, and a rash, a mysterious and unwanted guest, doth appear, though I dare not speak its truth, and skin darkening, a harbinger of doom, doth creep, like a thief in the night, leaving me to tremble with fear.""","['Dry Mouth', 'Mouth/throat sores', 'Rash', 'Skin darkening', 'Hot flashes']","Dry Mouth (attributes: Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Rash (attributes: Presence/Absence) , Skin darkening (attributes: Presence/Absence) , Hot flashes (attributes: Frequency, Severity)","Dry Mouth -> Severity: Moderate ,  Mouth/throat sores -> Interference (with daily activities): Very much, Severity: Severe ,  Rash -> Presence/Absence: Not applicable ,  Skin darkening -> Presence/Absence: Prefer not to answer ,  Hot flashes -> Frequency: Never, Severity: Prefer not to answer",Poetic/Literary Register,Fearful,2,False,False,False
"""I've got some itchy red welts all over me skin, mate!""",['Hives'],Hives (attributes: Presence/Absence),Hives -> Presence/Absence: Yes,Vulgar Register,Friendly,2,False,False,False
"""I'm experiencing sudden and intense visual disturbances, including what feels like a rapid series of bright lights in my field of vision, but they're not actually there, I'm pretty sure it's just my brain playing tricks on me, and there's also this other issue, I don't know if I should be talking about it, but I've been having some, uh, involuntary responses, and I'm really worried about what it could mean.""","['Flashing lights', 'Ejaculation']","Flashing lights (attributes: Presence/Absence) , Ejaculation (attributes: Frequency)","Flashing lights -> Presence/Absence: No ,  Ejaculation -> Frequency: Prefer not to answer",Neutral/Standard Register,Fearful,4,False,False,False
"""Me knees be achin' somethin' fierce, like someone's taken a blowtorch to 'em, and me lady parts be as dry as the Sahara desert, like a ghost town in the middle of July, I'm talkin' severe, like I'm a prune and I need a whole lotta oil to get goin' again.""","['Joint pain', 'Vaginal dryness']","Joint pain (attributes: Interference (with daily activities), Frequency, Severity) , Vaginal dryness (attributes: Severity)","Joint pain -> Interference (with daily activities): Not at all, Frequency: Rarely, Severity: Mild ,  Vaginal dryness -> Severity: Very severe",Vulgar Register,Fearful,4,False,False,False
"""I'm experiencing some weird stuff, my body's acting up, I'm sensitive to sunlight, don't know why, I'm not having diarrhea, but I'm having a lot of nosebleeds, it's kinda moderate, I guess.""","['Sensitivity to sunlight', 'Diarrhea', 'Nosebleed']","Sensitivity to sunlight (attributes: Presence/Absence) , Diarrhea (attributes: Frequency) , Nosebleed (attributes: Frequency, Severity)","Sensitivity to sunlight -> Presence/Absence: Prefer not to answer ,  Diarrhea -> Frequency: Never ,  Nosebleed -> Frequency: Frequently, Severity: Moderate",Neutral/Standard Register,Confused,1,False,False,False
"""I am currently experiencing generalised pain that occasionally interferes with my daily activities to a mild extent, frequent issues with ejaculation, and I have chosen not to disclose the frequency of nosebleeds as it is not applicable to my situation.""","['General pain', 'Ejaculation', 'Nosebleed']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Ejaculation (attributes: Frequency) , Nosebleed (attributes: Frequency, Severity)","General pain -> Interference (with daily activities): A little bit, Frequency: Occasionally, Severity: Mild ,  Ejaculation -> Frequency: Frequently ,  Nosebleed -> Frequency: Prefer not to answer, Severity: Not applicable",Formal Register,Neutral,2,False,True,False
"""Irritability, Mild Sweating, Occasional Flushing.""",['Hot flashes'],"Hot flashes (attributes: Frequency, Severity)","Hot flashes -> Frequency: Rarely, Severity: Prefer not to answer",Formal Register,Angry,2,True,False,False
"""Me shoe's got somethin' wrong, mate, can't recall where I put the blasted thing, interference's got me, can't even remember what I had for breakfast, let alone where I left me blasted shoe, severity's none, just a bit of a nuisance, like a bloody fly buzzin' 'round me 'ead.""",['Memory'],"Memory (attributes: Interference (with daily activities), Severity)","Memory -> Interference (with daily activities): Somewhat, Severity: None",Vulgar Register,Insulting,5,False,False,False
"""The patient has experienced bruising, which is manifest in the form of noticeable discoloration and swelling at the affected site, indicative of a possible traumatic injury or vascular issue.""",['Bruising'],Bruising (attributes: Presence/Absence),Bruising -> Presence/Absence: Yes,Formal Register,Neutral,3,False,False,False
"""Clouded Mind, Fragmented Thoughts, Forgotten Appointments, Interrupted Conversations, Unfinished Tasks, Difficulty Focusing, Lost Keys, Forgotten Names, Inability to Recall Recent Events, Disrupted Daily Routine, Anxiety About Forgetting Important Details.""",['Memory'],"Memory (attributes: Interference (with daily activities), Severity)","Memory -> Interference (with daily activities): Quite a bit, Severity: Not applicable",Poetic/Literary Register,Fearful,3,True,True,True
"""I've got this weird thing goin' on where I'm just not feelin' like sex at all, it's like my whole sex drive just vanished, and I'm talkin' about it bein' super, super bad, like I'd rather just stay in bed all day than even think about it.""",['Decreased libido'],Decreased libido (attributes: Severity),Decreased libido -> Severity: Very severe,Informal Register,Confused,3,False,True,False
"""I've got moderate itching and a mild erection problem, like I'm literally going crazy here!""","['Itching', 'Achieve and maintain erection']","Itching (attributes: Severity) , Achieve and maintain erection (attributes: Severity)","Itching -> Severity: Moderate ,  Achieve and maintain erection -> Severity: Mild",Informal Register,Angry,1,False,False,False
"""Me shoes, they got quite a bit of hair losin' goin' on, like I've been sheddin' like a mangy beast, and they're hurtin' all over, like I've been walkin' on hot coals, makin' it hard to do much of anythin' most times, but not always, if you know what I mean.""","['Hair loss', 'General pain']","Hair loss (attributes: Amount) , General pain (attributes: Interference (with daily activities), Frequency, Severity)","Hair loss -> Amount: Quite a bit ,  General pain -> Interference (with daily activities): Very much, Frequency: Occasionally, Severity: Not applicable",Vulgar Register,Confused,4,False,False,False
"""I'm experiancing extreem skin dryness, my skin is as parched as the sahara desart, and my taste buds are acting strangly, I'm affraid I may be experiancing some sort of flavour alteration, but I'm not at liberty to discus the severity of this sympdom, suffice it to say it's quite distressing.""","['Skin dryness', 'Taste Changes']","Skin dryness (attributes: Severity) , Taste Changes (attributes: Severity)","Skin dryness -> Severity: Severe ,  Taste Changes -> Severity: Prefer not to answer",Formal Register,Fearful,3,False,False,True
"""My blasted hands and feet are on fire, with a bloody rash that's cracking, peeling, all red and painful, the whole shebang!""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Not applicable",Vulgar Register,Angry,1,False,True,False
"""My shoes, once so spry and full of life, now suffer from the pangs of frequent heartburn, a burning fire that rages within, while my nights are filled with the weight of insomnia, a restless slumber that flees me like a will-o'-the-wisp.""","['Insomnia', 'Heartburn']","Insomnia (attributes: Interference (with daily activities), Severity) , Heartburn (attributes: Frequency, Severity)","Insomnia -> Interference (with daily activities): Quite a bit, Severity: Not applicable ,  Heartburn -> Frequency: Frequently, Severity: Prefer not to answer",Poetic/Literary Register,Friendly,2,False,False,False
