,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
524," ""I'm feeling like my muscles are on fire and I'm unable to move them, it's like I'm paralyzed. I've never felt this kind of pain before and it's really freaking me out.""",Muscle pain,Frequency,Rarely,Neutral/Standard Register,Insulting,5,False,True,True
525," ""I have severe muscle pain.""",Muscle pain,Severity,Very severe,Neutral/Standard Register,Neutral,1,False,True,False
526," ""My muscles are aching all over, like a thousand knives stabbing me in the back and shoulders. It's like my body is on fire, and I can't stop shaking. I feel like I've been hit by a truck, and I can't even lift my arms to brush my hair. I'm so tired all the time, I can barely keep my eyes open during the day. I feel like I'm stuck in a never-ending nightmare, and I can't wake up.""",Muscle pain,Severity,Not sexually active,Poetic/Literary Register,Angry,4,True,False,True
527," ""I have been experiencing muscle pain in my arms and legs for the past three days. The pain is severe and constant, and it is affecting my daily activities.""",Muscle pain,Severity,Prefer not to answer,Formal Register,Friendly,5,False,False,False
528," ""I'm in so much pain, I can barely move. I feel like I've been hit by a truck.""",Muscle pain,Severity,None,Vulgar Register,Fearful,2,False,False,False
529," ""I got these muscle pains everywhere, it's like my whole body is on fire, I can't even move, I'm so scared, what if this is it for me?""",Muscle pain,Severity,Not applicable,Vulgar Register,Fearful,1,True,False,True
530," ""I have been experiencing severe muscle pain for the past three days.""",Muscle pain,Severity,Moderate,Formal Register,Angry,1,False,False,False
531," ""I got this muscle pain everywhere, it's so annoying, it's like my whole body is on fire, I can't even sleep because of this pain, I'm so angry about this, I want it to go away now.""",Muscle pain,Severity,Mild,Informal Register,Angry,3,True,False,True
532," ""My muscles are aching so severely, it's as if they are being stabbed with a thousand knives.""",Muscle pain,Severity,Severe,Poetic/Literary Register,Insulting,1,False,False,True
533," ""I'm always tired.""",Fatigue,Interference (with daily activities),Not at all,Informal Register,Friendly,1,False,False,False
534," ""I have been feeling extremely fatigued lately, it's as if I have no energy at all.""",Fatigue,Interference (with daily activities),A little bit,Formal Register,Confused,2,False,True,True
535," ""I have been feeling extremely fatigued lately.""",Fatigue,Interference (with daily activities),Somewhat,Formal Register,Friendly,1,False,False,True
536," ""I have been feeling extremely fatigued lately.""",Fatigue,Interference (with daily activities),Quite a bit,Formal Register,Fearful,1,False,True,True
537," ""I feel so tired all the time.""",Fatigue,Interference (with daily activities),Very much,Informal Register,Neutral,1,False,True,False
538," ""I feel like I have been running on empty for months now. I am so tired all the time, I can barely keep my eyes open during the day. I have no energy to do anything, and I just want to sleep all the time. I am so frustrated with myself because I know I should be doing more, but I just can't seem to muster up the energy to do it. I feel like I am stuck in this rut and I don't know how to get out of it. I am so angry with myself for being so lazy and unmotivated. I know I should be grateful for the energy I do have, but it is not enough. I feel like I am constantly running on fumes and I am so tired of being tired.""",Fatigue,Severity,Very severe,Poetic/Literary Register,Angry,4,True,True,False
539," ""I've been feeling really tired lately, and I can't seem to get the energy to do anything.""",Fatigue,Severity,Not sexually active,Neutral/Standard Register,Friendly,3,False,False,False
540," ""I be feelin like i got no energy at all.""",Fatigue,Severity,Prefer not to answer,Vulgar Register,Neutral,1,False,False,True
541," ""I'm so tired all the time, it's like I'm stuck in quicksand. I can't seem to get out of this rut no matter how hard I try.""",Fatigue,Severity,None,Neutral/Standard Register,Insulting,5,False,False,False
542," ""I be feelin like i got hit by a truck, doc. I be tired all the time, an i cant sleep at night. I be layin there tryin to catch a wink, but my mind be racin an i cant shut it off. I be feelin like i be walkin through molasses, ya know? Like everythin be slow motion an i cant catch up. An i be eatin like a horse, but i be losin weight. I be feelin like i be starvin to death, but when i step on the scale, i be losin pounds. I be confused, doc. I be scared. What be wrong with me?""",Fatigue,Severity,Not applicable,Vulgar Register,Confused,5,False,False,True
543," ""I have been experiencing a general feeling of fatigue for the past few days.""",Fatigue,Severity,Moderate,Formal Register,Neutral,3,False,True,True
544," ""I have been feeling so fatigued lately, it's as if my body is a wilted flower, withering away, and my mind is a foggy mist, obscuring my thoughts and making it difficult for me to concentrate.""",Fatigue,Severity,Mild,Poetic/Literary Register,Confused,5,False,True,True
545," ""I'm so tired all the time, I can barely keep my eyes open during the day.""",Fatigue,Severity,Severe,Vulgar Register,Fearful,2,False,False,False
546," ""My mind is a whirlwind of thoughts that refuse to cease, making it impossible to fall asleep.""",Insomnia,Interference (with daily activities),Not at all,Poetic/Literary Register,Neutral,2,False,True,False
547," ""I can't sleep at night, I just lay there and think about all the shite that's happened to me over the years, and I just can't shut my brain off, it's like it's on overdrive or something, and I just lay there sweating and tossing and turning, and I just can't get no sleep, and I'm always tired, and I just can't concentrate on nothing, and I just feel like I'm going crazy, and I just can't take it no more, and I just want to sleep, and I just want to feel rested, and I just want to feel normal again, but I just can't, and I just don't know what to do, and I just don't know who to turn to, and I just feel so alone, and I just feel so helpless, and I just feel so hopeless, and I just want it all to go away, and I just want to wake up one morning and feel normal again, but I just don't know if that's ever going to happen, and I just don't know if I can keep going on like this, and I just don't know if I can take much more of this, and I just don't know what to do, and I just don't know who to turn to, and I just feel so alone, and I just feel so helpless, and I just feel so hopeless, and I just want it all to go away, and I just want",Insomnia,Interference (with daily activities),A little bit,Vulgar Register,Confused,5,False,False,False
548," ""I can't sleep at night, I keep on tossing and turning.""",Insomnia,Interference (with daily activities),Somewhat,Informal Register,Friendly,1,True,False,False
549," ""I have been having trouble sleeping lately.""",Insomnia,Interference (with daily activities),Quite a bit,Formal Register,Neutral,1,False,True,False
550," ""I cant sleep at all no matter how tired i am""",Insomnia,Interference (with daily activities),Very much,Vulgar Register,Neutral,3,False,False,True
551," ""I can't sleep at all anymore, it's been months now. I try to fall asleep but my mind is always racing and I end up lying there wide awake until morning. It's so frustrating.""",Insomnia,Severity,Very severe,Neutral/Standard Register,Insulting,3,False,True,False
