Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I'm so sick of this joint pain. It's always there, even when I'm just sitting around.""",Joint pain,Interference (with daily activities),Not at all,Neutral/Standard Register,Insulting,2,False,False,False
" ""I'm so sick of this joint pain, it's been bothering me for weeks now. I can't even sleep properly at night because of the constant aching and stiffness in my joints. I've tried taking some painkillers but it doesn't seem to be helping much. I'm so frustrated with this condition, I just want to be able to live my life without this constant pain.""",Joint pain,Interference (with daily activities),A little bit,Neutral/Standard Register,Insulting,5,False,True,True
" ""I have been experiencing joint pain in my knees and elbows for the past few weeks. The pain is constant and gets worse when I try to move around or exercise. I have noticed that I am not able to do some of the things that I used to do because of the pain. For example, I used to be able to climb up and down the stairs without any problems, but now I have to take the elevator because it is too painful to climb the stairs. I also used to be able to play tennis with my friends, but now I can only hit the ball a few times before I have to stop and rest because of the pain. I am worried that this joint pain is going to get worse and worse over time and that I will eventually become unable to do any physical activities at all.""",Joint pain,Interference (with daily activities),Somewhat,Neutral/Standard Register,Fearful,5,False,True,False
" ""I have been having a lot of joint pain lately, especially in my knees and elbows. It is quite a bit interfering with my daily activities.""",Joint pain,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Fearful,2,False,False,True
" ""I can't even get out of bed in the morning because of my joint pain. It's like my joints are on fire and I'm stuck in a burning building with no way out. I can't even take a shower without help because my knees are so stiff and sore. I'm so sick of being sick.""",Joint pain,Interference (with daily activities),Very much,Neutral/Standard Register,Insulting,4,False,False,True
" ""I cant sleep at night cause my joints are so sore.""",Joint pain,Frequency,Almost constantly,Informal Register,Fearful,1,False,False,True
" ""My joints are aching so much that I can barely move my arms and legs, and I feel like I'm stuck in a prison of pain.""",Joint pain,Frequency,Not sexually active,Poetic/Literary Register,Friendly,3,False,True,False
" ""I got these bloody joints that ache like hell, ya know? It's like me legs and arms are tryin to fall off or somethin. I can't even sleep at night cause me joints are so bloody sore. I tried takin some painkillers but they ain't workin. I'm so bloody frustrated with this shit.""",Joint pain,Frequency,Prefer not to answer,Vulgar Register,Neutral,4,False,False,True
" ""I am experiencing occasional joint pains.""",Joint pain,Frequency,Occasionally,Formal Register,Neutral,1,False,False,True
" ""My joints are aflame with pain, as if a thousand tiny knives were stabbing me in the knees, elbows, and hips.""",Joint pain,Frequency,Frequently,Poetic/Literary Register,Confused,3,False,False,False
" ""I've got this constant bloody ache in me joints, ya hear me? It's like me whole body is one big bloody bruise. I can't even bloody sleep at night because of it. I'm telling ya, it's like me joints are trying to eat me from the inside out.""",Joint pain,Frequency,Never,Vulgar Register,Angry,5,False,False,False
" ""Ah, bloody hell, me joints are killin' me, they are. I can't even get outta bed in the mornin' without me knees creakin' an' groanin' like an old car. It's like me body's tryin' to tell me somethin', but I don't know what the bloody hell it is.""",Joint pain,Frequency,Rarely,Vulgar Register,Friendly,3,False,False,True
" ""I am experiencing severe joint pain in both my knees and elbows, and it is affecting my daily activities.""",Joint pain,Severity,Very severe,Formal Register,Angry,5,False,False,False
" ""I have been experiencing severe joint pains in my knees and elbows for the past few weeks. At first I thought it was just a result of overexertion from my daily workouts but it has been getting worse and worse. I have tried taking ibuprofen and other over the counter painkillers but they do not seem to be helping. I am worried that it might be something more serious.""",Joint pain,Severity,Not sexually active,Formal Register,Confused,4,False,True,True
" ""I have severe joint pain in my knees, elbows, and wrists. It's very painful to move around and I'm always tired and in pain.""",Joint pain,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,1,True,False,True
" ""I am experiencing a slight discomfort in my joints, which I hope is not a sign of something more serious.""",Joint pain,Severity,None,Formal Register,Insulting,1,False,False,True
" ""I've been having some joint pain lately.""",Joint pain,Severity,Not applicable,Neutral/Standard Register,Friendly,2,False,False,False
" ""I can't even get out of bed because of the joint pain.""",Joint pain,Severity,Moderate,Informal Register,Angry,1,False,False,False
" ""I have joint pain in my knees, elbows, and wrists.""",Joint pain,Severity,Mild,Formal Register,Neutral,1,True,True,True
" ""I have been experiencing severe joint pain in my knees and elbows for the past three days.""",Joint pain,Severity,Severe,Formal Register,Confused,2,False,False,False
" ""I got muscle pain in my arms and legs. It's like my muscles are sore and achy all the time. I feel like I've been lifting weights for hours.""",Muscle pain,Interference (with daily activities),Not at all,Informal Register,Confused,1,True,False,True
" ""My limbs are aflame with a burning sensation, as if a thousand scorpions were crawling beneath my skin, stinging me with their venomous tails.""",Muscle pain,Interference (with daily activities),A little bit,Poetic/Literary Register,Insulting,4,False,False,False
" ""I cant even get out of bed in the morning because my muscles are so sore.""",Muscle pain,Interference (with daily activities),Somewhat,Informal Register,Angry,3,False,False,True
" ""I have been experiencing muscle pain quite a bit. It started a few days ago and it is affecting my daily activities quite a bit. I have been having trouble sleeping because of the pain. I have been having trouble moving around because of the pain. I have been having trouble doing my job because of the pain. I have been having trouble doing my hobbies because of the pain. I have been having trouble doing my daily tasks because of the pain. I have been having trouble doing my household chores because of the pain. I have been having trouble doing my self-care because of the pain. I have been having trouble doing my social activities because of the pain. I have been having trouble doing my family activities because of the pain. I have been having trouble doing my religious activities because of the pain. I have been having trouble doing my volunteer work because of the pain. I have been having trouble doing my community activities because of the pain. I have been having trouble doing my political activities because of the pain. I have been having trouble doing my social service activities because of the pain. I have been having trouble doing my charity work because of the pain. I have been having trouble doing my philanthropy work because of the pain. I have been having trouble doing my advocacy work because of the pain. I have been having trouble doing my activism work because of the pain. I have been having trouble doing my community organizing work because of the pain. I have been having trouble doing my community building work",Muscle pain,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Neutral,3,True,False,True
" ""I have been having some muscle pain in my arms and legs for the past few days. It is very much interfering with my daily activities.""",Muscle pain,Interference (with daily activities),Very much,Neutral/Standard Register,Confused,3,False,False,True
" ""I'm in so much pain everywhere, it's like my whole body is on fire!""",Muscle pain,Frequency,Almost constantly,Neutral/Standard Register,Angry,3,False,False,True
