Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I've been feeling really tired lately and my skin has been looking darker than usual. I also get these chills that make me shiver. I've been having trouble going to the bathroom too. I feel like I really have to go but nothing comes out. And I've been having this urge to pee all the time.""","['Skin darkening', 'Chills', 'Constipation', 'Urinary urgency']","['Presence/Absence', 'Frequency', 'Severity', 'Interference (with daily activities)']","['Not sexually active', 'Frequently', 'Prefer not to answer', 'Quite a bit']",Informal Register,Confused,2,False,True,False
" ""I cant sleep at night and i feel like i cant breathe properly. I also forget things quite often.""","['Insomnia', 'Shortness of breath', 'Memory']","['Severity', 'Severity', 'Interference (with daily activities)']","['Severe', 'Prefer not to answer', 'Quite a bit']",Informal Register,Neutral,1,False,False,True
" ""I been having these goddamn hiccups for the past three days now, and it's driving me up the wall. It started out as just a few hiccups a day, but now it's like I'm hiccuping nonstop. I can't even sleep at night because I'm hiccuping so much. And to top it all off, my arms and legs are all swollen like a bunch of sausages. I mean, I know I've been eating a lot of salt lately, but this is ridiculous. I hope the doctor can give me something to help with these hiccups and get my swelling under control.""","['Hiccups', 'Swelling (arms or legs)']","['Frequency', 'Interference (with daily activities)']","['Occasionally', 'Somewhat']",Vulgar Register,Neutral,5,False,False,False
" ""i think i might be preggers but i ain't had no sex in months and i'm all swollen and stuff...""","['Breast swelling and tenderness', 'Chills', 'Blurred vision']","['Severity', 'Severity', 'Severity']","['Not sexually active', 'Not sexually active', 'Prefer not to answer']",Informal Register,Confused,4,False,False,True
" ""I have been experiencing a headache for the past three days. The headache is severe and is present throughout the day. I also have bruising on my legs and arms. The bruising is very painful and I have difficulty moving my arms and legs. I also have pain and swelling at the injection site. The pain and swelling are very severe and I have difficulty moving my arms and legs. I also have difficulty sleeping at night due to the pain and swelling. I am very concerned about my health and I am worried that I may have a serious illness.""","['Headache', 'Bruising', 'Pain and swelling at injection site']","['Interference (with daily activities)', 'Presence/Absence', 'Presence/Absence']","['Very much', 'Yes', 'Not applicable']",Formal Register,Fearful,5,True,False,False
" ""My mind is a swamp, where thoughts are snakes that slither and hiss, and my skin is aflame with itching, as if ants crawled beneath my epidermis. I vomit up my insides, and my body sweats rivers of salt and fear.""","['Itching', 'Vomiting', 'Increased sweating', 'Memory']","['Severity', 'Severity', 'Severity', 'Severity']","['Severe', 'Prefer not to answer', 'Moderate', 'Moderate']",Poetic/Literary Register,Confused,2,False,False,True
" ""I am discouraged and have pressure sores on my bed.""","['Discouraged', 'Bed/pressure sores']","['Interference (with daily activities)', 'Presence/Absence']","['A little bit', 'Prefer not to answer']",Formal Register,Friendly,1,False,False,True
" ""I am experiencing a lot of gas and my urine color has changed. I also do not sweat as much as I used to and I have sores in my mouth and throat. This is affecting my daily activities somewhat.""","['Gas', 'Change in usual urine color', 'Decreased sweating', 'Mouth/throat sores']","['Presence/Absence', 'Presence/Absence', 'Presence/Absence', 'Interference (with daily activities)']","['No', 'Yes', 'Yes', 'Somewhat']",Formal Register,Angry,2,False,False,True
" ""My coughing fits are so violent that I often lose my breath, and my skin feels as dry as the Sahara desert, while my body sweats profusely, as if I had just run a marathon.""","['Coughing', 'Skin dryness', 'Increased sweating']","['Interference (with daily activities)', 'Severity', 'Frequency']","['Not at all', 'Moderate', 'Not sexually active']",Poetic/Literary Register,Friendly,4,False,False,False
" ""I have been experiencing nail loss and bloating for the past month now.""","['Nail loss', 'Bloating']","['Presence/Absence', 'Frequency']","['Prefer not to answer', 'Rarely']",Formal Register,Fearful,2,False,False,False
" ""I got this wheezing and hot flashes and I'm all congested and I'm sick of this shit already.""","['Wheezing', 'Hot flashes', 'Irregular periods/vaginal bleeding']","['Severity', 'Frequency', 'Presence/Absence']","['Not applicable', 'Not sexually active', 'Prefer not to answer']",Vulgar Register,Angry,1,False,False,True
" ""I'm so sick of this constant bloating, it's like I'm pregnant or something. And my arms and legs are so swollen, I look like a beached whale. I can't even concentrate on anything, and having sex is like trying to screw a watermelon. I'm so sick of this, I just want to die already.""","['Swelling (arms or legs)', 'Bloating', 'Concentration', 'Pain with sexual intercourse']","['Severity', 'Severity', 'Interference (with daily activities)', 'Severity']","['None', 'Moderate', 'Somewhat', 'Very severe']",Informal Register,Insulting,5,False,True,False
" ""My penis is always hard and ready to explode, and I have to pee all the time, but I can't.""","['Ejaculation', 'Urinary urgency']","['Frequency', 'Frequency']","['Never', 'Almost constantly']",Poetic/Literary Register,Angry,2,False,True,False
" ""I have been feeling very anxious and sad lately, and my vision has been getting blurred. I have been having trouble sleeping and concentrating, and I have been irritable with my family and friends. I have been feeling hopeless and helpless, and I have been having suicidal thoughts. I have been trying to avoid my friends and family, and I have been isolating myself from the world. I have been feeling very hopeless and helpless, and I have been having suicidal thoughts. I have been trying to avoid my friends and family, and I have been isolating myself from the world.""","['Anxious', 'Sad', 'Blurred vision']","['Interference (with daily activities)', 'Frequency', 'Interference (with daily activities)']","['Very much', 'Rarely', 'A little bit']",Formal Register,Friendly,5,False,False,True
" ""My skin is a map of red blotches, a fiery trail of discomfort that spreads across my body, leaving a trail of itching and burning in its wake.""","['Rash', 'Decreased appetite', 'Taste Changes']","['Presence/Absence', 'Severity', 'Severity']","['Prefer not to answer', 'None', 'Prefer not to answer']",Poetic/Literary Register,Neutral,3,False,False,True
" ""I have been experiencing numbness and tingling in my hands and feet for the past few weeks. It started off as a slight tingling sensation but now it has progressed to a constant numbness. It is affecting my daily activities as I am not able to hold objects properly and I keep dropping them. I am also having trouble sleeping at night as I am not able to feel my arms and legs properly. I am worried that this numbness and tingling is a sign of something more serious. I have also been experiencing nausea for the past few weeks. It is not constant but it does occur at random times during the day. I have been trying to eat small frequent meals but it does not seem to be helping. I am worried that this nausea is a sign of something more serious. I have also been experiencing abdominal pain for the past few weeks. It is not constant but it does occur at random times during the day. It is affecting my daily activities as I am not able to do any physical activity without experiencing pain. I am worried that this abdominal pain is a sign of something more serious. I have also been experiencing ejaculation for the past few weeks. It is not constant but it does occur at random times during the day. It is affecting my daily activities as I am not able to control when I ejaculate. I am worried that this ejaculation is a sign of something more serious.""","['Numbness & tingling', 'Nausea', 'Ejaculation', 'Abdominal pain']","['Interference (with daily activities)', 'Frequency', 'Frequency', 'Frequency']","['Somewhat', 'Almost constantly', 'Never', 'Almost constantly']",Formal Register,Fearful,5,True,False,False
" ""I've been having some issues with my nails lately. They seem to be turning yellow and I've been having some diarrhea too. I've also noticed that my skin is getting really dry and itchy. I'm worried that I might have some kind of disease.""","['Nail discoloration', 'Diarrhea', 'Skin dryness', 'Skin darkening']","['Presence/Absence', 'Frequency', 'Severity', 'Presence/Absence']","['Prefer not to answer', 'Not sexually active', 'Not sexually active', 'No']",Neutral/Standard Register,Fearful,5,False,False,False
" ""I have noticed that my urine colour has changed recently, and my voice has become hoarse. I also have a decreased appetite.""","['Change in usual urine color', 'Voice quality changes', 'Decreased appetite']","['Presence/Absence', 'Presence/Absence', 'Severity']","['Yes', 'Prefer not to answer', 'Moderate']",Formal Register,Fearful,3,False,False,True
" ""I'm so sick of this hot flash crap. It's like I'm on fire all the time. And I'm so tired I can't sleep. And I've got this rash on my hands and feet that's so itchy and painful. I can't even wear my wedding ring anymore. I'm so sick of being sick. I'm so sick of being a patient. I'm so sick of being a woman.""","['Hot flashes', 'General pain', 'Insomnia', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","['Frequency', 'Interference (with daily activities)', 'Severity', 'Severity']","['Never', 'Very much', 'Not applicable', 'Not applicable']",Neutral/Standard Register,Insulting,5,False,False,True
